"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.896757125E0,-6.194439306E-2,-1.387831957E0,-2.559322198E0
3.906738125E0,-1.219067445E-1,-1.441816961E0,-2.460507177E0
3.916719125E0,-8.820057034E-2,-1.510957362E0,-2.251756316E0
3.926699125E0,-3.699300140E-2,-1.585380723E0,-2.023825418E0
3.936680125E0,7.972319487E-2,-1.572984626E0,-1.863643869E0
3.946661125E0,1.697201669E-1,-1.509370428E0,-1.867953851E0
3.956641125E0,1.212698548E-1,-1.456962419E0,-2.020612373E0
3.966622125E0,4.582659337E-2,-1.379101480E0,-2.243880701E0
3.976603125E0,5.136594398E-2,-1.237440986E0,-2.421247217E0
3.986583125E0,5.053582208E-2,-1.108302889E0,-2.500404484E0
3.996564125E0,-1.303894007E-1,-1.032784345E0,-2.515254657E0
4.006545125E0,-4.205578795E-1,-9.094004935E-1,-2.408475144E0
4.016525125E0,-7.855371702E-1,-7.877877635E-1,-2.297245315E0
4.026506125E0,-9.858468448E-1,-6.101885283E-1,-2.213486289E0
4.036487125E0,-9.922717653E-1,-4.687209928E-1,-2.188350863E0
4.046467125E0,-1.057854428E0,-3.604785061E-1,-2.152793945E0
4.056448125E0,-1.104666360E0,-1.904958540E-1,-2.082384113E0
4.066429125E0,-9.355100656E-1,2.348007917E-2,-2.012764825E0
4.076409125E0,-6.769761564E-1,1.518977988E-1,-1.861277500E0
4.086390125E0,-3.005135920E-1,2.796565372E-1,-1.606189209E0
4.096371125E0,1.372964242E-1,4.657722420E-1,-1.192320946E0
4.106351125E0,5.294438523E-1,5.624343181E-1,-7.737287182E-1
4.116332125E0,8.301682363E-1,6.162953603E-1,-4.084204119E-1
4.126313125E0,9.883170741E-1,6.873431236E-1,-5.480829120E-2
4.136293125E0,1.085840518E0,7.686527503E-1,2.738514215E-1
4.146274125E0,1.122837898E0,8.325476146E-1,6.091477239E-1
4.156255125E0,1.038166707E0,8.866694427E-1,1.037205425E0
4.166235125E0,9.556918035E-1,1.055197892E0,1.459452748E0
4.176216125E0,8.519358853E-1,1.239269410E0,1.680545912E0
4.186197125E0,9.004220939E-1,1.359505706E0,1.688564199E0
4.196177125E0,9.224104752E-1,1.439389197E0,1.649629344E0
4.206158125E0,8.893053675E-1,1.564949967E0,1.781489319E0
4.216139125E0,8.886873899E-1,1.652224923E0,2.056293837E0
4.226119125E0,8.662126663E-1,1.595322159E0,2.322697075E0
4.236100125E0,8.247610237E-1,1.432582453E0,2.415915726E0
4.246081125E0,7.287753242E-1,1.311514683E0,2.261891879E0
4.256061125E0,4.965854239E-1,1.327577569E0,1.896774192E0
4.266042125E0,-3.878476415E-2,1.189665141E0,1.448906125E0
4.276023125E0,-6.435765682E-1,9.407269514E-1,1.259134741E0
4.286003125E0,-1.116456759E0,5.308634466E-1,1.547632853E0
4.295984125E0,-1.590773464E0,-1.029150885E-1,2.555734347E0
4.305965125E0,-1.947464874E0,-7.207821804E-1,4.043354301E0
4.315945125E0,-1.984080577E0,-1.191415213E0,5.232308421E0
4.325926125E0,-1.712730595E0,-1.577306303E0,5.840122980E0
4.335907125E0,-1.220306305E0,-1.709338186E0,5.741735975E0
4.345887125E0,-7.847942814E-1,-1.573027310E0,4.894516527E0
4.355868125E0,-6.328231001E-1,-1.482180290E0,3.267476732E0
4.365849125E0,-6.473720690E-1,-1.417924068E0,1.362174375E0
4.375829125E0,-5.763755420E-1,-1.217749903E0,-4.183103925E-1
4.385810125E0,-5.616983729E-1,-1.078105529E0,-1.915265427E0
4.395791125E0,-6.900236334E-1,-1.081525565E0,-3.072462149E0
4.405771125E0,-7.362457269E-1,-1.018431185E0,-3.629060946E0
4.415752125E0,-7.174002971E-1,-9.356457210E-1,-3.586027193E0
4.425733125E0,-5.281355743E-1,-9.437990785E-1,-2.975634012E0
4.435713125E0,-1.649154550E-1,-9.431055987E-1,-2.218121377E0
4.445694125E0,1.151834606E-1,-1.053515064E0,-1.713003806E0
4.455675125E0,4.160286628E-1,-1.129935248E0,-1.463949257E0
4.465655125E0,7.411595077E-1,-1.169281747E0,-1.418956102E0
4.475636125E0,9.866661859E-1,-1.202792140E0,-1.583850507E0
4.485617125E0,1.192922625E0,-1.193462323E0,-1.839451014E0
4.495597125E0,1.322083233E0,-1.133360547E0,-2.135134184E0
4.505578125E0,1.365863822E0,-1.036204966E0,-2.346366604E0
4.515559125E0,1.354574603E0,-9.447463274E-1,-2.417802038E0
4.525539125E0,1.141627487E0,-8.110380471E-1,-2.359180777E0
4.535520125E0,7.059290832E-1,-6.624076724E-1,-2.176447687E0
4.545501125E0,2.958960823E-1,-5.238883030E-1,-1.958718426E0
4.555481125E0,1.287312035E-2,-4.622773612E-1,-1.785601081E0
4.565462125E0,-1.780174390E-1,-4.057716233E-1,-1.623239105E0
4.575443125E0,-2.829715430E-1,-3.170190758E-1,-1.490485091E0
4.585423125E0,-2.951751389E-1,-2.747828829E-1,-1.334638667E0
4.595404125E0,-2.856994153E-1,-2.482295072E-1,-1.274753239E0
4.605385125E0,-1.644259699E-1,-1.609615678E-1,-1.232567332E0
4.615365125E0,-5.187660690E-2,-3.949092507E-2,-1.175240060E0
4.625346125E0,1.004317760E-2,2.999797046E-2,-1.134119516E0
4.635327125E0,1.154930524E-1,1.724607021E-1,-1.102650386E0
4.645307125E0,1.722617871E-1,3.416668439E-1,-1.090353692E0
4.655288125E0,1.021287568E-1,4.774005997E-1,-1.050751669E0
4.665269125E0,-1.112463476E-1,6.064129812E-1,-9.197395402E-1
4.675249125E0,-2.994730799E-1,7.730761689E-1,-6.814596552E-1
4.685230125E0,-3.317227400E-1,9.032579935E-1,-4.677591258E-1
4.695211125E0,-2.590534160E-1,8.624584615E-1,-1.511937940E-1
4.705191125E0,-1.116032561E-1,8.789464402E-1,2.537907940E-1
4.715172125E0,-1.503838816E-1,8.312191272E-1,7.134462637E-1
4.725153125E0,-4.898714316E-1,7.347348064E-1,1.238695799E0
4.735133125E0,-7.834062255E-1,7.098116344E-1,1.722316082E0
4.745114125E0,-9.077153990E-1,7.368573457E-1,2.117163352E0
4.755095125E0,-7.146237467E-1,7.665407360E-1,2.278217306E0
4.765075125E0,-2.336349666E-1,8.571205384E-1,2.069252436E0
4.775056125E0,2.291970030E-1,1.034523307E0,1.675346568E0
4.785037125E0,4.833467064E-1,1.349051469E0,1.429048980E0
4.795017125E0,3.463029915E-1,1.717388633E0,1.318375221E0
4.804998125E0,-1.190274933E-1,1.997031137E0,1.374565794E0
4.814979125E0,-5.372005858E-1,2.031574148E0,1.477162210E0
4.824959125E0,-7.866668522E-1,1.777627818E0,1.767750117E0
4.834940125E0,-5.713589964E-1,1.366778473E0,2.321269770E0
4.844921125E0,-1.494137371E-1,7.862663180E-1,3.085261704E0
4.854901125E0,2.173495939E-1,2.741168851E-1,3.828246932E0
4.864882125E0,5.206865870E-1,-1.179985660E-1,4.299382240E0
4.874863125E0,7.931981190E-1,-5.089369726E-1,4.394777225E0
4.884842875E0,9.944418132E-1,-7.738491708E-1,4.019514034E0
4.894823875E0,1.081038200E0,-9.128047425E-1,3.168383383E0
4.904804875E0,1.078536980E0,-9.937524265E-1,2.046068811E0
4.914784875E0,1.105129021E0,-1.017574568E0,8.240165269E-1
4.924765875E0,9.616670731E-1,-1.044790433E0,-2.961702436E-1
4.934746875E0,7.223495266E-1,-1.079380807E0,-1.193875136E0
4.944726875E0,4.764173173E-1,-1.109850063E0,-1.777215589E0
4.954707875E0,2.734514719E-1,-1.174336081E0,-2.096843108E0
4.964688875E0,2.629770804E-1,-1.273524739E0,-2.172738798E0
4.974668875E0,2.684453417E-1,-1.428302876E0,-2.068295832E0
4.984649875E0,3.193831781E-1,-1.607718841E0,-1.940334780E0
4.994630875E0,4.531195982E-1,-1.777106831E0,-1.804502791E0
5.004610875E0,5.784500976E-1,-1.916968721E0,-1.670035542E0
5.014591875E0,6.069283767E-1,-1.992214785E0,-1.533169765E0
5.024572875E0,5.738871132E-1,-1.982911865E0,-1.455395949E0
5.034552875E0,4.273047258E-1,-1.925768196E0,-1.480447176E0
5.044533875E0,1.656348270E-1,-1.740476364E0,-1.619347783E0
5.054513875E0,-1.235706885E-1,-1.528629402E0,-1.789909894E0
5.064494875E0,-3.265004456E-1,-1.308257200E0,-1.913139964E0
5.074475875E0,-4.262058878E-1,-1.097567402E0,-2.018373474E0
5.084455875E0,-4.403578307E-1,-8.993269104E-1,-2.162528390E0
5.094436875E0,-4.268730186E-1,-7.029575282E-1,-2.292138941E0
5.104417875E0,-3.788483015E-1,-5.257132190E-1,-2.369048538E0
5.114397875E0,-3.998906034E-1,-4.134291369E-1,-2.296121480E0
5.124378875E0,-4.651270748E-1,-3.043832427E-1,-2.057653314E0
5.134359875E0,-4.809882685E-1,-1.449162233E-1,-1.749992707E0
5.144339875E0,-3.958882939E-1,3.780400336E-2,-1.491138809E0
5.154320875E0,-4.357608229E-2,2.950838310E-1,-1.328093879E0
5.164301875E0,3.895597793E-1,4.789009953E-1,-1.225999739E0
5.174281875E0,8.111195426E-1,6.110153246E-1,-1.107062110E0
5.184262875E0,1.156847789E0,7.324403590E-1,-8.837838417E-1
5.194243875E0,1.271565629E0,8.260203677E-1,-6.347620368E-1
5.204223875E0,1.227016131E0,9.134461820E-1,-3.960079426E-1
5.214204875E0,1.059964396E0,9.834227353E-1,-1.738307047E-1
5.224185875E0,8.490644639E-1,1.004907745E0,-4.161463380E-3
5.234165875E0,6.220417115E-1,9.933998394E-1,2.098086226E-1
5.244146875E0,4.679289144E-1,1.042698299E0,4.342387927E-1
5.254127875E0,4.067856035E-1,1.160943618E0,6.286318159E-1
5.264107875E0,2.905894417E-1,1.131275430E0,7.948582166E-1
5.274088875E0,2.326722225E-1,1.099299347E0,1.154522790E0
5.284069875E0,3.708962344E-1,1.109138457E0,1.748882906E0
5.294049875E0,6.995773990E-1,1.133707872E0,2.428923442E0
5.304030875E0,9.465838149E-1,1.123223230E0,3.015855255E0
5.314011875E0,9.494021729E-1,9.878923470E-1,3.302337247E0
5.323991875E0,8.620628243E-1,9.197687763E-1,3.219213229E0
5.333972875E0,6.064125426E-1,9.883121771E-1,2.793070491E0
5.343953875E0,2.986466491E-1,1.222820023E0,2.149276260E0
5.353933875E0,1.682996772E-2,1.515971349E0,1.358347372E0
5.363914875E0,-3.113339011E-1,1.706251441E0,6.646494949E-1
5.373894875E0,-6.938825034E-1,1.617292487E0,4.440182608E-1
5.383875875E0,-1.095820180E0,1.337406154E0,9.325864577E-1
5.393856875E0,-1.435040769E0,8.043891782E-1,2.069946501E0
5.403836875E0,-1.735951788E0,2.276607567E-1,3.582829351E0
5.413817875E0,-1.782979190E0,-2.904113209E-1,4.904125257E0
5.423798875E0,-1.606065102E0,-7.385699952E-1,5.652698084E0
5.433778875E0,-1.291188154E0,-9.899792182E-1,5.671674637E0
5.443759875E0,-1.046567694E0,-1.084302408E0,4.712632452E0
5.453740875E0,-1.029544476E0,-1.163858455E0,2.956215409E0
5.463720875E0,-1.186039502E0,-1.182841440E0,1.163236896E0
5.473701875E0,-1.208885962E0,-1.125465637E0,-4.173742533E-1
5.483682875E0,-1.236657898E0,-1.090442569E0,-1.682992387E0
5.493662875E0,-1.375872793E0,-1.104245507E0,-2.563372564E0
5.503643875E0,-1.417913397E0,-1.121928071E0,-3.029502656E0
5.513624875E0,-1.292958837E0,-1.215242617E0,-3.080076978E0
5.523604875E0,-9.361417110E-1,-1.291221337E0,-2.840965619E0
5.533585875E0,-3.954569156E-1,-1.352401924E0,-2.554177233E0
5.543566875E0,4.560210597E-2,-1.437725079E0,-2.417982132E0
5.553546875E0,3.536987692E-1,-1.486668028E0,-2.354836881E0
5.563527875E0,7.270330001E-1,-1.463948087E0,-2.332158455E0
5.573508875E0,9.966549844E-1,-1.440942217E0,-2.452067306E0
5.583488875E0,1.140060141E0,-1.432887093E0,-2.607123186E0
5.593469875E0,1.204397932E0,-1.332392752E0,-2.748239889E0
5.603450875E0,1.174112936E0,-1.255117119E0,-2.859299564E0
5.613430875E0,1.018536800E0,-1.165212670E0,-2.935464225E0
5.623411875E0,7.761974126E-1,-1.032463918E0,-2.859405398E0
5.633391875E0,5.023330176E-1,-8.189791507E-1,-2.586030525E0
5.643372875E0,2.027876698E-1,-6.613961041E-1,-2.334782685E0
5.653353875E0,-1.377703045E-1,-5.982543612E-1,-2.264169370E0
5.663333875E0,-3.980357569E-1,-4.891225129E-1,-2.271073177E0
5.673314875E0,-6.358038644E-1,-3.684897763E-1,-2.223869190E0
5.683295875E0,-7.400161578E-1,-2.173065072E-1,-2.125838281E0
5.693275875E0,-7.067286900E-1,-6.472575366E-2,-2.024043519E0
5.703256875E0,-6.732551345E-1,2.795787692E-2,-2.011395991E0
5.713237875E0,-5.299704306E-1,1.434187514E-1,-1.850746665E0
5.723217875E0,-2.196069846E-1,2.106120300E-1,-1.669392933E0
5.733198875E0,8.407300254E-2,2.673808926E-1,-1.350498070E0
5.743179875E0,3.932659639E-1,4.175286198E-1,-9.605969596E-1
5.753159875E0,6.600868394E-1,5.087943006E-1,-5.716840285E-1
5.763140875E0,8.409649008E-1,6.468628496E-1,-1.434006250E-1
5.773121875E0,7.971856277E-1,7.590709180E-1,3.628109604E-1
5.783101875E0,6.896395444E-1,8.798703003E-1,7.866960883E-1
5.793082875E0,6.354862145E-1,1.081787521E0,1.009196092E0
5.803062875E0,5.227050093E-1,1.330215248E0,1.155955358E0
5.813043875E0,3.913590772E-1,1.533590764E0,1.255305984E0
5.823024875E0,1.892719770E-1,1.610147774E0,1.465704006E0
5.833004875E0,1.588141595E-1,1.793679594E0,1.746926427E0
5.842985875E0,1.833114167E-1,1.987191442E0,2.019260496E0
5.852966875E0,3.906460093E-1,2.084694933E0,2.133401654E0
5.862946875E0,9.287299997E-1,2.133929073E0,1.986266997E0
5.872927875E0,1.673378833E0,2.272934346E0,1.652823093E0
5.882908583E0,1.981125541E0,2.431835940E0,1.340074239E0
5.892888583E0,1.830941707E0,2.685825539E0,1.229669452E0
5.902869583E0,1.323450166E0,3.033518524E0,1.205831523E0
5.912850583E0,4.407213814E-1,3.093839570E0,1.291633565E0
5.922830583E0,-5.884842485E-1,2.765976248E0,1.727978525E0
5.932811583E0,-1.503658575E0,2.027088749E0,2.492917709E0
5.942792583E0,-2.078839239E0,1.243671194E0,3.486163766E0
5.952772583E0,-2.072675104E0,4.887436134E-1,4.214973589E0
5.962753583E0,-1.581236655E0,-2.281846672E-1,4.348561417E0
5.972733583E0,-8.516366541E-1,-7.366141015E-1,3.829788258E0
5.982714583E0,-1.534607778E-1,-1.016412141E0,2.959140186E0
5.992695583E0,3.006774967E-1,-1.242018186E0,1.871291442E0
6.002675583E0,4.704229346E-1,-1.443448334E0,6.821864641E-1
6.012656583E0,4.572334068E-1,-1.619129097E0,-3.952741170E-1
6.022637583E0,2.670573954E-1,-1.788927562E0,-1.254303187E0
6.032617583E0,1.142378379E-1,-1.889794956E0,-1.861333049E0
6.042598583E0,6.986769461E-2,-1.997122353E0,-2.208872252E0
6.052579583E0,3.860146764E-2,-2.076370252E0,-2.282078807E0
6.062559583E0,5.462094275E-2,-2.123240363E0,-2.137426293E0
6.072540583E0,1.545845213E-1,-2.229204190E0,-1.850322742E0
6.082520583E0,4.240166172E-1,-2.348683856E0,-1.463356349E0
6.092501583E0,7.619209971E-1,-2.402536712E0,-1.104105173E0
6.102482583E0,1.066335230E0,-2.428680198E0,-8.701399487E-1
6.112462583E0,1.289447438E0,-2.402368897E0,-7.319731665E-1
6.122443583E0,1.273906269E0,-2.280771954E0,-7.536043561E-1
6.132424583E0,1.114004802E0,-2.046225516E0,-9.367175156E-1
6.142404583E0,8.589963982E-1,-1.703472844E0,-1.308173000E0
6.152385583E0,5.269414267E-1,-1.314244164E0,-1.701992914E0
6.162366583E0,2.379976838E-1,-9.182689655E-1,-1.960124096E0
6.172346583E0,-3.587193713E-2,-5.469351035E-1,-2.129848301E0
6.182327583E0,-1.403712191E-1,-2.271052712E-1,-2.191011347E0
6.192308583E0,-1.841244355E-1,6.273477674E-3,-2.102396209E0
6.202288583E0,-2.385300728E-1,1.698844188E-1,-1.888115051E0
6.212269583E0,-1.810711291E-1,3.181101662E-1,-1.653393781E0
6.222249583E0,-8.237798609E-2,4.431072646E-1,-1.467195046E0
6.232230583E0,-5.862729046E-2,5.335601825E-1,-1.480407999E0
6.242211583E0,5.640545815E-2,6.483076966E-1,-1.553846104E0
6.252191583E0,2.143645172E-1,7.872182447E-1,-1.603386054E0
6.262172583E0,2.215738783E-1,9.004700410E-1,-1.648838215E0
6.272153583E0,2.132039545E-1,1.002710361E0,-1.662515438E0
6.282133583E0,1.274399190E-1,9.902943832E-1,-1.558446693E0
6.292114583E0,6.450999141E-2,1.047266729E0,-1.313221486E0
6.302095583E0,6.042490728E-2,1.043170754E0,-1.083410708E0
6.312075583E0,8.225406166E-2,1.065918177E0,-8.433053219E-1
6.322056583E0,8.404915687E-2,1.107255653E0,-5.379023248E-1
6.332037583E0,8.372427095E-2,1.089595308E0,-1.552967852E-1
6.342017583E0,8.921608552E-2,1.031809030E0,3.060163701E-1
6.351998583E0,6.895815108E-2,9.516150516E-1,8.411260647E-1
6.361978583E0,1.772488042E-1,9.475336951E-1,1.435661012E0
6.371959583E0,3.998350183E-1,1.004838747E0,2.059567108E0
6.381940583E0,6.901310760E-1,1.096802001E0,2.642893528E0
6.391920583E0,7.938540304E-1,1.162076808E0,3.049857983E0
6.401901583E0,7.160741486E-1,1.256732120E0,3.172974032E0
6.411882583E0,4.631566728E-1,1.556985474E0,3.011844065E0
6.421862583E0,-2.307238206E-2,1.797383221E0,2.479874325E0
6.431843583E0,-5.628077359E-1,1.891318156E0,1.904521168E0
6.441823583E0,-1.128493179E0,1.689169970E0,1.721392221E0
6.451804583E0,-1.564967801E0,1.215058429E0,2.281364862E0
6.461785583E0,-1.932283017E0,4.941932184E-1,3.497938889E0
6.471765583E0,-2.117109265E0,-1.243281770E-1,4.940722395E0
6.481746583E0,-1.919423675E0,-5.638645470E-1,5.948945510E0
6.491727583E0,-1.482735483E0,-8.909098434E-1,6.209168826E0
6.501707583E0,-1.071443431E0,-9.885712087E-1,5.467018581E0
6.511688583E0,-7.753525630E-1,-1.029063177E0,3.895028567E0
6.521669583E0,-4.398003718E-1,-8.757947910E-1,2.078234929E0
6.531649583E0,-1.930931872E-1,-7.525471795E-1,4.614762926E-1
6.541630583E0,-1.227090099E-1,-7.055566156E-1,-8.894983256E-1
6.551610583E0,-2.923657528E-1,-6.516248220E-1,-1.870827758E0
6.561591583E0,-6.529171298E-1,-6.427791542E-1,-2.505853504E0
6.571572583E0,-9.014446257E-1,-6.552307999E-1,-2.762446284E0
6.581552583E0,-8.637246761E-1,-7.076885104E-1,-2.680560122E0
6.591533583E0,-5.269302439E-1,-8.559779924E-1,-2.343578652E0
6.601514583E0,-1.379291660E-1,-1.063095726E0,-1.953380502E0
6.611494583E0,2.857369836E-1,-1.170666368E0,-1.609298759E0
6.621475583E0,6.363853700E-1,-1.266530884E0,-1.406587486E0
6.631456583E0,9.704941030E-1,-1.369917258E0,-1.344568993E0
6.641436583E0,1.177010889E0,-1.367838573E0,-1.404629254E0
6.651417583E0,1.330149467E0,-1.355985682E0,-1.691760287E0
6.661397583E0,1.436016523E0,-1.320587223E0,-2.032523736E0
6.671378583E0,1.422312257E0,-1.256987643E0,-2.361426108E0
6.681359583E0,1.387462559E0,-1.157535276E0,-2.638350241E0
6.691339583E0,1.292367099E0,-1.085542018E0,-2.699983987E0
6.701320583E0,1.015680947E0,-1.002237321E0,-2.503605250E0
6.711301583E0,6.191821307E-1,-9.836753350E-1,-2.061061656E0
6.721281583E0,3.259020561E-1,-9.967806995E-1,-1.623816810E0
6.731262583E0,1.121878589E-1,-9.965818942E-1,-1.245144108E0
6.741242583E0,7.614825290E-2,-9.180877018E-1,-9.438487798E-1
6.751223583E0,1.383023280E-1,-8.444730109E-1,-8.613714641E-1
6.761204583E0,1.549780023E-1,-7.694485563E-1,-9.213381690E-1
6.771184583E0,2.039432075E-1,-5.681008548E-1,-9.827678472E-1
6.781165583E0,2.384357499E-1,-3.456967449E-1,-1.099204622E0
6.791146583E0,2.429882824E-1,-1.675081104E-1,-1.263500272E0
6.801126583E0,2.717855636E-1,6.142558515E-2,-1.419679987E0
6.811107583E0,2.249620109E-1,2.970794857E-1,-1.585981232E0
6.821087583E0,1.542936588E-1,5.295571786E-1,-1.710299469E0
6.831068583E0,1.588717044E-3,7.688386917E-1,-1.686283785E0
6.841049583E0,-1.207609734E-1,9.600385505E-1,-1.433186470E0
6.851029583E0,-1.407738456E-1,1.065381403E0,-1.056987725E0
6.861010583E0,-1.742121990E-1,1.097807722E0,-4.541181564E-1
6.870991583E0,-1.196137040E-1,1.141582317E0,1.849632186E-1
6.880971958E0,-7.778209286E-2,1.093701807E0,8.139289105E-1
6.890952958E0,-1.101857723E-1,1.060494300E0,1.339680721E0
6.900933958E0,-1.691326131E-1,1.116105999E0,1.733677222E0
6.910913958E0,-2.702217989E-1,1.188974000E0,2.114770671E0
6.920894958E0,-1.650742069E-2,1.319154655E0,2.292150051E0
6.930874958E0,6.991783997E-1,1.566422880E0,2.020711191E0
6.940855958E0,1.238545233E0,1.916488080E0,1.732780843E0
6.950836958E0,1.183464461E0,2.369501697E0,1.607845141E0
6.960816958E0,5.530051346E-1,2.736515052E0,1.496714714E0
6.970797958E0,-3.367431960E-1,2.812110195E0,1.408017715E0
6.980778958E0,-9.815827627E-1,2.549070860E0,1.439859313E0
6.990758958E0,-8.744455460E-1,2.035069029E0,1.863885359E0
7.000739958E0,-4.757434988E-1,1.200405307E0,2.774839457E0
7.010719958E0,-4.846179642E-2,4.982921165E-1,3.926398294E0
7.020700958E0,3.734814712E-1,-1.449331802E-1,4.732935739E0
7.030681958E0,8.478755057E-1,-6.755995756E-1,5.045585775E0
7.040661958E0,1.157388218E0,-1.025765347E0,4.788022943E0
7.050642958E0,1.364104979E0,-1.238234453E0,3.962337620E0
7.060622958E0,1.396108691E0,-1.353810518E0,2.691338294E0
7.070603958E0,1.257736087E0,-1.394763247E0,1.278319455E0
7.080584958E0,1.053136749E0,-1.394239921E0,-1.338661551E-2
7.090564958E0,8.725366493E-1,-1.356830020E0,-1.058276451E0
7.100545958E0,7.005097376E-1,-1.337123734E0,-1.713035966E0
7.110526958E0,5.733406909E-1,-1.366298416E0,-2.026536187E0
7.120506958E0,4.239169587E-1,-1.467911915E0,-2.029172696E0
7.130487958E0,2.813065301E-1,-1.658573245E0,-1.912201486E0
7.140467958E0,2.043407451E-1,-1.813892249E0,-1.845599946E0
7.150448958E0,2.876627458E-1,-1.966704553E0,-1.895543354E0
7.160429958E0,4.222041996E-1,-2.122530511E0,-1.965228131E0
7.170409958E0,5.584250285E-1,-2.202716888E0,-2.087464174E0
7.180390958E0,7.158822868E-1,-2.220241578E0,-2.216535612E0
7.190371958E0,7.485903686E-1,-2.165752544E0,-2.343824819E0
7.200351958E0,6.323572963E-1,-2.002895894E0,-2.497049351E0
7.210332958E0,4.205066798E-1,-1.744357746E0,-2.638848424E0
7.220312958E0,1.395541255E-1,-1.436591889E0,-2.759188215E0
7.230293958E0,-3.243024772E-2,-1.086264734E0,-2.848430175E0
7.240274958E0,-8.226928269E-2,-7.533383077E-1,-2.877877922E0
7.250254958E0,-1.587889982E-1,-4.928577143E-1,-2.778538406E0
7.260235958E0,-1.748869677E-1,-1.929119235E-1,-2.507483708E0
7.270216958E0,-2.192987998E-1,7.772060573E-2,-2.023433654E0
7.280196958E0,-3.976968012E-1,2.401521635E-1,-1.464059769E0
7.290177958E0,-6.404094239E-1,3.925528228E-1,-8.981171215E-1
7.300157958E0,-7.595657386E-1,5.740264231E-1,-5.416983372E-1
7.310138958E0,-7.684675397E-1,7.707168174E-1,-4.197979242E-1
7.320119958E0,-5.521826141E-1,9.706161636E-1,-3.957693762E-1
7.330099958E0,-2.334571747E-1,1.108839664E0,-4.406227827E-1
7.340080958E0,1.267940209E-1,1.195491307E0,-3.596914709E-1
7.350061958E0,3.643740308E-1,1.253864061E0,-1.617187822E-1
7.360041958E0,5.479173261E-1,1.267032575E0,1.532976222E-1
7.370022958E0,6.710036641E-1,1.201202867E0,5.534565032E-1
7.380002958E0,5.685398710E-1,1.133806690E0,9.277227437E-1
7.389983958E0,4.696130586E-1,1.085737900E0,1.217699617E0
7.399964958E0,3.480587642E-1,1.006169574E0,1.499445949E0
7.409944958E0,3.260275520E-1,9.315567631E-1,1.926381569E0
7.419925958E0,4.167039431E-1,8.295824915E-1,2.404577975E0
7.429905958E0,5.511539793E-1,8.142855906E-1,2.900347602E0
7.439886958E0,6.405291456E-1,7.506690538E-1,3.221914058E0
7.449867958E0,6.480150434E-1,6.525960445E-1,3.079729069E0
7.459847958E0,5.436033966E-1,6.760030335E-1,2.638599333E0
7.469828958E0,5.200930215E-2,8.567176652E-1,2.164701800E0
7.479808958E0,-5.616780904E-1,1.190580815E0,1.707560633E0
7.489789958E0,-1.312337094E0,1.389939294E0,1.178880537E0
7.499770958E0,-2.027058636E0,1.311976613E0,9.214907813E-1
7.509750958E0,-2.421201609E0,8.896638018E-1,1.339771938E0
7.519731958E0,-2.531760762E0,2.595222348E-1,2.515590287E0
7.529712958E0,-2.634823201E0,-3.766296852E-1,4.176742739E0
7.539692958E0,-2.436687667E0,-9.484388441E-1,5.566718870E0
7.549673958E0,-1.855137339E0,-1.322174742E0,6.156469041E0
7.559653958E0,-1.264506578E0,-1.585193027E0,5.797600858E0
7.569634958E0,-7.580558413E-1,-1.633011557E0,4.427687693E0
7.579615958E0,-5.319633444E-1,-1.512501612E0,2.521478434E0
